0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X0P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
0X0.00000FFFFFFFFP-1022,0X0.00000FFFFFFFFP-1022,0X1P+0
