x,newlib,openlibm,matlab,maple,mpfr64,mpfr128,intel-mkl,mathematica,
0.000000e+00,0,0,0,0,0,0,0,0,
1.000000e+00,0,0,0,0,0,0,0,0,
2.000000e+00,12,12,12,11,11,11,12,12,
3.000000e+00,16,16,16,16,16,16,16,16,
4.000000e+00,0,0,0,0,0,0,0,0,
5.000000e+00,0,0,0,0,1,1,0,0,
6.000000e+00,9,9,9,9,9,9,9,9,
7.000000e+00,2,2,2,0,1,1,2,2,
8.000000e+00,1,1,1,0,0,0,1,1,
9.000000e+00,0,0,0,0,0,0,0,0,
1.000000e+01,11,11,11,10,10,10,11,11,
1.100000e+01,0,0,0,0,0,0,0,0,
1.200000e+01,5,5,5,5,5,5,5,5,
1.300000e+01,11,11,11,10,11,11,11,11,
1.400000e+01,1,1,1,2,1,1,1,1,
5.069114e-321,2400128189410007239,2400128189410007239,4503599627370512,4503599627370496,2400128189410007239,2400128189410007239,4503599627370512,4503599627370512,
1.600000e+01,0,0,0,0,0,0,0,0,
1.700000e+01,1,1,1,0,0,0,1,1,
1.800000e+01,3,3,3,2,3,3,3,3,
1.900000e+01,3,3,3,1,2,2,3,3,
2.000000e+01,6,6,6,5,5,5,6,6,
2.100000e+01,0,0,0,0,0,0,0,0,
2.200000e+01,1,1,1,1,0,0,1,1,
2.300000e+01,0,0,0,1,0,0,0,0,
2.400000e+01,3,3,3,3,3,3,3,3,
2.500000e+01,0,0,0,0,0,0,0,0,
2.600000e+01,2,2,2,3,2,2,2,2,
2.700000e+01,2,2,2,0,1,1,2,2,
2.800000e+01,2,2,2,0,1,1,2,2,
2.900000e+01,2,2,2,2,2,2,2,2,
5.074054e-321,2402075217280817171,2402075217280817171,4503599627370497,4503599627370496,2402075217280817172,2402075217280817172,4503599627370497,4503599627370497,
3.100000e+01,1,1,1,1,1,1,1,1,
3.200000e+01,1,1,1,0,0,0,1,1,
3.300000e+01,5,5,5,5,5,5,5,5,
3.400000e+01,1,1,1,0,0,0,1,1,
3.500000e+01,4,4,4,3,3,3,4,4,
3.600000e+01,0,0,0,0,0,0,0,0,
3.700000e+01,1,1,1,0,1,1,1,1,
3.800000e+01,3,3,3,4,3,3,3,3,
3.900000e+01,5,5,5,4,4,4,5,5,
4.000000e+01,5,5,5,5,4,4,5,5,
4.100000e+01,5,5,5,5,5,5,5,5,
4.200000e+01,0,0,0,0,1,1,0,0,
4.300000e+01,0,0,0,0,0,0,0,0,
4.400000e+01,0,0,0,0,0,0,0,0,
4.500000e+01,6,6,6,5,5,5,6,6,
4.600000e+01,5,5,5,4,5,5,5,5,
4.700000e+01,2,2,2,2,2,2,2,2,
4.800000e+01,5,5,5,5,5,5,5,5,
4.900000e+01,0,0,0,0,0,0,0,0,
5.000000e+01,4,4,4,2,3,3,4,4,
5.100000e+01,0,0,0,0,1,1,1,0,
5.200000e+01,5,5,5,4,5,5,5,5,
5.300000e+01,5,5,5,4,5,5,5,5,
5.400000e+01,3,3,3,2,2,2,3,3,
