x,newlib,openlibm,matlab,maple,mpfr64,mpfr128,intel-mkl,mathematica,
0.000000e+00,0,0,0,0,0,0,0,0,
1.000000e-02,1,1,1,1,0,0,1,1,
2.000000e-02,3,3,3,15,3,3,3,3,
3.000000e-02,4,4,4,22,3,3,4,4,
4.000000e-02,1,1,1,1,0,0,1,1,
5.000000e-02,0,0,0,1,0,0,0,0,
6.000000e-02,4,4,4,25,4,4,4,4,
7.000000e-02,0,0,0,1,1,1,0,0,
8.000000e-02,1,1,1,1,1,1,1,1,
9.000000e-02,0,0,0,0,0,0,0,0,
1.000000e-01,2,2,2,15,2,2,2,2,
1.100000e-01,0,0,0,1,0,0,0,0,
1.200000e-01,2,2,2,6,1,1,2,2,
1.300000e-01,2,2,2,15,1,1,2,2,
1.400000e-01,2,2,2,1,1,1,2,2,
1.500000e-01,2,2,2,11,1,1,2,2,
1.600000e-01,1,1,1,1,0,0,1,1,
1.700000e-01,1,1,1,2,1,1,1,1,
1.800000e-01,1,1,1,8,0,0,1,1,
1.900000e-01,1,1,1,5,1,1,1,1,
2.000000e-01,2,2,2,15,2,2,2,2,
2.100000e-01,1,1,1,1,2,2,1,1,
2.200000e-01,0,0,0,0,1,1,0,0,
2.300000e-01,0,0,0,1,1,1,0,0,
2.400000e-01,2,2,2,9,2,2,2,2,
2.500000e-01,0,0,0,0,0,0,0,0,
2.600000e-01,0,0,0,5,1,1,0,0,
2.700000e-01,1,1,1,1,0,0,1,1,
2.800000e-01,0,0,0,1,1,1,0,0,
2.900000e-01,0,0,0,3,0,0,0,0,
3.000000e-01,1,1,1,0,1,1,1,1,
3.100000e-01,1,1,1,1,0,0,1,1,
3.200000e-01,1,1,1,1,1,1,1,1,
3.300000e-01,1,1,1,7,1,1,1,1,
3.400000e-01,0,0,0,1,1,1,0,0,
3.500000e-01,0,0,0,5,0,0,0,0,
3.600000e-01,0,0,0,0,0,0,0,0,
3.700000e-01,0,0,0,1,0,0,0,1,
