x,newlib,openlibm,matlab,maple,mpfr64,mpfr128,intel-mkl,mathematica,
0.000000e+00,0,0,0,0,0,0,0,0,
1.000000e+00,0,0,0,0,0,0,0,0,
2.000000e+00,2,2,2,21,1,1,2,2,
3.000000e+00,5,5,5,27,5,5,5,5,
4.000000e+00,0,0,0,0,0,0,0,0,
5.000000e+00,0,0,0,0,1,1,0,0,
6.000000e+00,1,1,1,17,1,1,1,1,
7.000000e+00,1,1,1,1,0,0,1,1,
8.000000e+00,1,1,1,2,2,2,1,1,
9.000000e+00,0,0,0,0,0,0,0,0,
1.000000e+01,4,4,4,17,3,3,4,4,
1.100000e+01,2,2,2,2,2,2,2,2,
1.200000e+01,2,2,2,8,2,2,2,2,
1.300000e+01,4,4,4,17,4,4,4,4,
1.400000e+01,1,1,1,2,1,1,1,1,
5.069114e-321,2400128189410007251,2400128189410007251,4503599627370500,4503599627370484,2400128189410007251,2400128189410007251,4503599627370500,4503599627370500,
1.600000e+01,0,0,0,0,0,0,0,0,
1.700000e+01,0,0,0,1,1,1,0,0,
1.800000e+01,1,1,1,4,1,1,1,1,
1.900000e+01,1,1,1,3,0,0,1,1,
2.000000e+01,2,2,2,9,1,1,2,2,
2.100000e+01,0,0,0,0,0,0,0,0,
2.200000e+01,0,0,0,0,1,1,0,0,
2.300000e+01,1,1,1,0,1,1,1,1,
2.400000e+01,0,0,0,6,0,0,0,0,
2.500000e+01,0,0,0,0,0,0,0,0,
2.600000e+01,0,0,0,5,0,0,0,0,
2.700000e+01,0,0,0,2,1,1,0,0,
2.800000e+01,1,1,1,1,0,0,1,1,
2.900000e+01,1,1,1,3,1,1,1,1,
5.074054e-321,2402075217280817172,2402075217280817172,4503599627370496,4503599627370495,2402075217280817173,2402075217280817173,4503599627370496,4503599627370496,
3.100000e+01,1,1,1,1,1,1,1,1,
3.200000e+01,1,1,1,2,2,2,1,1,
3.300000e+01,1,1,1,9,1,1,1,1,
3.400000e+01,1,1,1,0,0,0,1,1,
3.500000e+01,0,0,0,7,1,1,0,0,
3.600000e+01,0,0,0,0,0,0,0,0,
3.700000e+01,0,0,0,1,0,0,0,0,
3.800000e+01,1,1,1,6,1,1,1,1,
3.900000e+01,2,2,2,7,1,1,2,2,
4.000000e+01,3,3,3,7,2,2,3,3,
4.100000e+01,1,1,1,9,1,1,1,1,
4.200000e+01,2,2,2,2,1,1,2,2,
4.300000e+01,0,0,0,0,0,0,0,0,
4.400000e+01,2,2,2,2,2,2,2,2,
4.500000e+01,2,2,2,9,1,1,2,2,
4.600000e+01,3,3,3,6,3,3,3,3,
4.700000e+01,0,0,0,4,0,0,0,0,
4.800000e+01,2,2,2,8,2,2,2,2,
4.900000e+01,0,0,0,0,0,0,0,0,
5.000000e+01,1,1,1,5,0,0,1,1,
5.100000e+01,1,1,1,1,2,2,2,1,
5.200000e+01,3,3,3,6,3,3,3,3,
5.300000e+01,1,1,1,8,1,1,1,1,
5.400000e+01,0,0,0,5,1,1,0,0,
